rating,review_text,customer
5,Needed help finding document. Emily sorted it within five minutes. Excellent.,True Potential
5,"The lady on the telephone was very friendly and very helpful, also she was very patient ",True Potential
5,I don�t find it easy to navigate around the app on my own. So a quick phone call and the staff are so helpful and understanding. Perfect for someone who is not very computer literate.,True Potential
5,"Nice guy, quick and patient. Thanjs",True Potential
5,"Spoke to Elle Forbes, sorted out everything for me, couldn't ask for better help.",True Potential
5,"Really helpful telephone conversation with Ellie, prompt and polite manner answering all questions asked ",True Potential
5,"Excellent service, financial advisor was very knowledgeable and polite, 1st class as always ",True Potential
5,Very helpful happy to answer my questions with clear answers,True Potential
4,Simple and brilliant to deal with,True Potential
5,"My relationship manager Ellie show patience, complete professionalism and understanding when she dealt with my questions. I found her to be very reassuring. ",True Potential
1,"Horrible experience with a agent on the phone named Bilal, wanted to cancel my auto enrolment and he said I cant with a very rude attitude and started asking countless questions to why I wanted to cancel. thinking to switching pension providers after this experience.",True Potential
5,"Customer service from Kate was excellent today,she helped me with my situation today very please with this service",True Potential
5,The changes I wanted to make to the drawdown on my pension plan were handled efficiently and effectively.,True Potential
5,All ways polite and helpful  step by step.,True Potential
5,"Spoke to Jemima today,very helpful with advice. I have always found T/P good to deal with. The advisers are very good at understanding your needs.",True Potential
5,"Excellent service, the online stuff is informative and easy to navigate. Helpful staff that are easy to contacted when required. ",True Potential
5,"Lisa was professional, informative and very helpful in regards to my policy. She went into great detail to explain any issues I had. Excellent service.",True Potential
5,Lady was extremely helpful.  Five stars from me. ,True Potential
5,True Potential are a very approachable company. Their help service is excellent with polite and knowledgeable staff.,True Potential
5,Keeps me updated and never pushes or questions you and excellent customer service ,True Potential
5,"Had a problem opening some files attached to a Secure Message so I used the Live Chat service. It was all resolved in 5mins while we were on line. Thank you to Lucia on this occasion.  Generally TP as a Technology driven company, have excellent tools to manage your investments and have proved to be efficient and a pleasure to deal with.",True Potential
5,Kind and helpful,True Potential
5,Very polite friendly explained everything well nice person Thomas ,True Potential
5,"I was having difficulty with some navigation round the online site so I called up and the lady was very helpful in advising me on the questions and correct answers to achieve my goal. She was very patient, polite and knowledgeable.",True Potential
5,The person who helped me was very professional and helpful with my enquiry in to my account and told me everything l wanted to know ?,True Potential
5,Very helpful in arranging appointment time. Thank You. ,True Potential
5,"The young lady helped me out with filling in the form online in order I could withdraw money from my account. I am not exactly computer literate so she was a tremendous help, couldn�t have done it without her. All the time she was very patient and all my questions/queries were answered in a polite manner.",True Potential
5,"No fuss,clear & straight forward. ",True Potential
5,Friendly and professional service. Very helpful walking me through form,True Potential
5,I spoke to Lizzie today regarding a top up payment both in my pension and ISA fund. She was extremely helpful and explained everything very clearly and in great detail. I had a couple of technical issues but she held on patiently and we got the job done. Thanks Lizzie ,True Potential
5,I had an issue with login and  it was resolved  quickly by Lizzie in a very friendly and efficient manner . ,True Potential
5,"My call was answered extremely quickly. Steven, the Customer Service Advisor I spoke to was tremendously affable and after responding to the security protocols (very reassuring), Steven most efficiently answered my query. Sterling service! ",True Potential
5,Very well explained  clearly  Pleasant  and willing to help with any issues  Thanks again ,True Potential
5,The lady on the phone was patient and polite ,True Potential
5,A very professional service helped me through the online process and also very polite. ,True Potential
5,Not being computer literate everything I needed help with was broken down into layman's terms and this took away any fear or anxiety I might have had,True Potential
5,"I had an issue accessing my True Potential information online, so I called for some help. Spoke to Lizzie Simpson and she quickly realised there was a section missing from the page on my app. She corrected the problem at their end and talked me through the transaction I was trying to complete. Very helpful and efficient. Thank you ",True Potential
5,"A good approach to investment management, presented very well and thoughtful questions from a friendly advisor",True Potential
5,Dealt with Callum today and could not of asked for better service . Prompt and professional all round ,True Potential
5,Helpful catchup on current status of pensions.,True Potential
4,The telephone conversation was friendly and clearly to the point.,True Potential
5,"Made it very easy to drawdown from my pension, very helpful and knowledgeable. ",True Potential
5,Helpful staff and able to answer my questions in easy to understand language ,True Potential
5,Great company and staff ,True Potential
5,Lucy was very helpful talked me through everything ,True Potential
5,"Elle Forbes was simply brilliant when I asked her to assist with changes to my pension. She was professional, courteous and informative. Elle is a credit to the Tru Potential regiment! Thanks !",True Potential
5,"Easy to follow, straightforward.",True Potential
5,Called first at an inconvenient moment & said would call back & they did!  Everything explained clearly & very helpful. ,True Potential
5,"True Potential were very helpful  , gave me exelent advice and helped me achieve my goal ",True Potential
5,"Extremely helpful and pleasant person,Emily, helped me on the phone this morning. Quite made my day.",True Potential
5,TP makes everything easy to do with online investing ,True Potential
5,Professional and courteous.,True Potential
5,"The APP is straightforward, easy to use and very informative.  It tells you everything you need to know in one place.",True Potential
5,"Ashley rang me for a review of my pension. She was clear and polite in asking me various relevant questions. I am happy with the good increase in the value of my pension, it is being invested wisely.",True Potential
5,They were very patient and helpful ,True Potential
5,Had a query on my drawdown for the next 12m.  Lizzie was very helpful and made it easy to complete the forms online.,True Potential
5,Really pleased with the performance of my pension ISA excellent service from stall if & when needed,True Potential
5,Joseph was very helpful talking me through filing out my request after there was a software problem.,True Potential
5,"Very helpful, many thanks.",True Potential
5,Spoke to Reece for my review was very helpful and answered all our questions ,True Potential
5,ALEX WAS VERY HELPFUL AND PATIENCE WITH ME FOR THE INFO I NEEDED. IN GENERALLY COMMUNICATION WITH TP IS GREAT. THANK YOU ALEX FOR YOUR SERVICE TODAY .,True Potential
5,"The girl who dealt with my enquiry was brilliant, she sorted my problem quickly and efficiently. ",True Potential
5,"A very helpful, professional gentleman assisted me on the telephone.",True Potential
5,"Good staff, clear guidance ",True Potential
5,"Elizabeth helped me to find a piece of data and then to locate a part of the online menu at TP, which I had not used before. Both actions helped me make a timely deposit. Elizabeth explained the procediure in an ordered way, and I am glad to be able to thank her for that. . ",True Potential
5,"Friendly representative who made the phone call. Explicit, useful information given. ",True Potential
5,"Jordon was very patient and helpful, answering all my questions simply and clearly. ",True Potential
5,Very helpful and understanding,True Potential
5,I spoke to three different people to resolve an issue caused by my mistake and each of the advisors were helpful and understanding and cleary knew what they were talking about to the point that my problem was resolved particularly Paris  ,True Potential
5,"Professional advice, easy to use platform for pensions, investments and retirement planning. ",True Potential
5,Very good helpful Sam,True Potential
2,Did what I was instructed but still no joy logging in to my account.,True Potential
5,Was very polite and informative pleasure to talk to thank you very much,True Potential
4,"Managed to reset my account and actually access my pension details. The website and app are a nightmare to navigate because there is not enough information as to what information is required, but that said I managed to muddle my way through.",True Potential
5,"Always helpful, friendly and informative. ",True Potential
5,Lucy contacted me today regarding the Annual review of my investments. She was most helpful in explaining everything about the review. I was offered to be referred to an advisor but I was happy enough by the end of the review by my final decision.  ,True Potential
5,"I liked the pleasant, polite, and friendly conversation about the future of my pension and talked about the possibilities for future contact.",True Potential
5,Very helpful with my query and have me all the information I needed,True Potential
5,The lady on the call was very clear and friendly.,True Potential
5,"The screenshare service is fantastic as I am not overly confident with IT and the wording of some paragraphs. Elizabeth, from the drawdown team was very helpful and knowledgable and patient with me, which I truly appreciate.",True Potential
5,"I found the live chat completely straightforward being easy to access and to use, with the help from Lucia being exactly as I required",True Potential
5,Good telephone call,True Potential
5,"Delightful customer service representative. Very clear, informative, calm and patient.",True Potential
5,"Information given by Jasmine Thompson-Hero�, easy to understand.",True Potential
5,I had an online chat today with Lucia regarding arranging an appointment with John Britton. She was very helpful and I was impressed to know that John had already put a reminder in his calendar for arranging a meeting this February as promised last year when we last spoke.,True Potential
5,"speaking to Manpreet today was very easy, she was very helpful in everyway and explained everything with ease ",True Potential
4,"Dealing with True Potential was very easy and the ability to see someone I was communicating with was strange, helpful though.  The only problem I had was that during the text conversation I sometimes lost sight of what I was typing which made longer messages harder to type!",True Potential
5,Very helpful review clear and informative ,True Potential
5,Quick to respond and answered all questions asked.,True Potential
5,Very prompt and effective but could do with audio as well as video on the live chat.,True Potential
5,"I spoke to Alex, very polite knowledgeable, a pleasure to speak to ",True Potential
5,Clear and precise guidance explained proffesionaly during my annual review. Made it much easier to do the review with Lucy as an alternative to online. Thanks again to Lucy who was so helpful with my questions on the review.,True Potential
5,Helpful and friendly staff. ,True Potential
5,"My welcome call could not have been better. I was treated politely, respectfully, and warmly. Well done True Potential, customer care is obviously at the forefront with the company. Thank you Linda",True Potential
5,"Used the online Help chat feature and expected it to be AI or at least automated but was surprised for it to be a real person, Kate, who responded quickly and concisely, giving me the the exact information I needed.  ",True Potential
5,Ellie was wonderful - quick and through and extremely professional!,True Potential
3,No comments,True Potential
5,Great customer service provided by Kate and transfer services extremely easy and efficient to manage. ,True Potential
5,Very professional and highlighted all I needed to know in a polite and positive manner so thank you very much and keep up the great work your company is doing five stars ,True Potential
5,Very helpful and quick turnaround on questions and queries good website easy to follow.  ,True Potential
5,Advisor was thorough and explained things clearly. No pressure ,True Potential
5,"I didn't have too long to wait before the telephone was answered, Steve was very helpful and answered all my questions adequately.  Many thanks, I soon got logged onto my account. ",True Potential
5,The very best staff with a massive amount of knowledge ,True Potential
5,Customer support staff are all well trained in their products and provide excellent help. Added bonus ..you don't have to hold on phone for ages to talk to someone.,True Potential
5,"The gentleman who helped me was very informative and answered all my questions confidently, very good.",True Potential
4,Thomas was particularly helpful with my Annual Investment review ,True Potential
5,Everyone is friendly and helpful and willing to explain matters in layman�s terms.,True Potential
5,"Very polite and informative phone call. Clear and easy to understand, warm and friendly manner.  ",True Potential
5,Lovely chat with good information and inspired confidence,True Potential
5,Unfortunately i forgot the name of the adviser but she was knowledgeable and very pleasant .,True Potential
5,Straight forward friendly advice with reassurance I can speak to a representative anytime to suit myself regarding any aspect of my investments and personal circumstances.,True Potential
5,Thomas was great and explained clearly everything that was needed.,True Potential
5,I received a quick and simple call to ensure that I was happy with my decision and action this morning of transferring my people�s pension to my true potential investments as intended following recent retirement.,True Potential
5,"I have been planning some house refurbishment and needed to draw some funds. I was very unsure as I thought I would be ridiculed and be-littled for asking for money. I couldn't have been more wrong. The advisor that helped was called Sam. He was so helpful and patient, I hate form filling!! He guided me through the form with no pressure or coercion. Such an easy process with his help. Thank you Sam ",True Potential
5,A very pleasant and informed representative.,True Potential
5,Staff extremely  helpful and courteous at all times. ,True Potential
5,I rang True Prudential today to request information on how to withdraw some funds. I spoke with Elizabeth who was so helpful and professional. I very much appreciate her willingness and patience in guiding me through the completion of the necessary form to withdraw my funds. Thank You Elizabeth. ,True Potential
5,Friendly helpful staff.  Nothing is too much trouble. ,True Potential
5,"When I joined True Potencial, my financial advisor sorted all the details of a pension transfer for me. Now I'm doing another pension transfer on my own. I have had several phone calls to True Potencial & everyone has been so helpful & I was made to feel at ease from the very start. The information given was precise & helpful. Even if I didn't quite understand something, it was no trouble for them to explain things until I was fully happy. ",True Potential
5,"Amelia was extremely friendly, helpful and professional. She talked me through the process thoroughly, ensuring i fully understood my options and helped me complete the forms ",True Potential
4,It was a good experience very pleasant and helpful person to deal with.,True Potential
5,This phone appointment was to help in resetting the App and to go through an online review. Misba was most helpful. ,True Potential
5,I had a very good conversation with Fraia and she was very helpful and arranged everything with easy and professional service so very happy with service ,True Potential
5,Simply professional ,True Potential
5,The reolationship person I spoke to was pleasant helpful and answered all my questions. Couldn�t ask for more. Not sure of her name Mareet I thing I apologise if that is incorrect.,True Potential
5,"I spoke to Freya Whittaker today who  talked me through every step of what I needed to do. She was friendly, professional and patient, nothing was too much trouble for her.  I felt confident because she explained ever step of the way.  I could not speak more highly of her. ",True Potential
5,"Great Conversation with Ilaria, very polite and informative  Thanks",True Potential
5,"Jasmine Thompson-Heron advised me on how to successfully withdraw funds from the tax-free allowance in my pension fund. She patiently guided me through the necessary form to complete the process. She was thoroughly professional, highly recommend her.",True Potential
5,The help I was given,True Potential
5,Web site was easy to use and follow up service was prompt and efficient.,True Potential
5,Dealt with my query quickly and efficiently ,True Potential
5,Marie was very helpful accommodating and polite. I had agreed a time but was held up in traffic. She agreed to call back allowing me time to get home. Very helpful in arranging a call with an advisor at a later date. ,True Potential
5,"Phone call answered quickly, advisor polite and helpful, she also had very good English and spoke clearly.",True Potential
5,"Polite, helpful, productive doing well",True Potential
5,Great customer service,True Potential
5,Had my annual review this morning with Elizabeth along with a couple of other financial matters - very smooth process and all questions and answers were very professionally conducted. Excellent service!,True Potential
5,"I spoke today to Charlie.  He was really helpful and pleasant to speak with, and answered my queries clearly, thoroughly and patiently. He was also happy to confirm what we had spoken about via secure message, so that I would have a �written� record of our conversation. I�m happy and impressed by the client service received. Thank you",True Potential
5,Reece made everything clear and concise was affable and understanding. In essence he made it a very simple process. So many thanks to him.,True Potential
5,"Helpful and informative, so far so good",True Potential
5,I spoke to 2 separate women from different departments.  Lauren and Misba.  Both extremely helpful and professional and great ambassadors for True Potential.,True Potential
5,Very good advice and helpful with all my needs ,True Potential
5,Very helpful and honest ,True Potential
5,This company are very professional & put you at ease when taking about pensions ,True Potential
5,Very easy company to do business with.,True Potential
5,Friendly staff who listened.,True Potential
5,"Emily was brilliant.  She was very polite, patient and knowledgeable.",True Potential
5,"True potential app I found really good and easy to use.up to date information for you to log into anytime.help and advice how you want it .be message,phone or instant message. A section of funds you can change if you feel the need to risk more or less also on the app",True Potential
5,I always receive simple concise information ,True Potential
5,Really easy to complete review and advisor was helpful ,True Potential
5,Quick and professional and clear response to my query,True Potential
5,"Great, simple to keep track ",True Potential
5,They are very good at explaining anything you are not fully understanding.,True Potential
5,Lisa was really helpful & talked me through the whole process. ,True Potential
5,"I had a very kind, patient advisor Abby who helped me fill in my Review. Great customer service.",True Potential
5,"Quick, friendly and efficient service.",True Potential
5,"Spoke to Lucy, friendly, helpful and clear...unlike the HMRC helpline!!!!!!! Very happy with Trupotential.",True Potential
5,"CHARLIE was Very patient, and understanding. Thank you. ",True Potential
5,The women I spoke to was lovely  ,True Potential
5,Excellent customer service from Ellie.  Initial query answered quickly and in full. ,True Potential
5,Very helpful staff ,True Potential
1,I tried numerous times to complete my review online but to no avail!!  I ended up ringing the help desk to complete and didn�t get an explanation as to why I couldn�t complete the review.  ,True Potential
5,Service has been great everything was explained to me advisor was really lovely ,True Potential
4,Very helpful & patient adviser.,True Potential
5,"Needed help with yearly review, received consice and helpful advice in a friendly, respectful, and courteous manner. ",True Potential
5,Jemima was very patient and helpful in the meeting she talked me through everything and booked me further appointments,True Potential
5,Elizabeth was very helpful and understanding of my needs,True Potential
5,"No faff, no fuss. Charlie understood exactly what I wanted, and was quick and efficient in creating it. Thanks!!",True Potential
5,First-rate customer service from Elizabeth when I needed help online today.,True Potential
5,Great and quick help...,True Potential
5,Easy to do staff very helpful,True Potential
5,I had my investment/pension review with a lovely girl called Jemmima.  She gave good clear and understanding advice for which I was grateful.  Jemmima is a great asset to a great company ' True Potential '. Thank you.,True Potential
5,Rees was extremely helpful and patient talking me through the process to withdraw funds from my account. He answered all my questions explaining in detail. He was very polite.   ,True Potential
5,Quick response and good service.,True Potential
5,always helpful,True Potential
5,As someone who finds the world of investments very bewildering I would like to thank Reece for his patience and helpfulness. I am very grateful. ,True Potential
5,good service,True Potential
5,Helpful staff and good service.,True Potential
5,Had a good experience overall. Doing a yearly review and checking my investment portfolio is really helpful. ,True Potential
5,"Over the last 48 hours I've had a number of secure message exchanges with True Potential staff and I have found all of them to be effortlessly polite and helpful.  I should also note that this is not an unusual experience as every time I do need to reach out the response has been unfailingly polite, courteous and efficient",True Potential
5,"Andy helped me work through some paperwork. He was very helpful and patient; very grateful for his support and I always find TPWM staff helpful, thank you.",True Potential
5,"Thomas, the person who oversaw the review, made things straightforward and easy.",True Potential
5,"The colleague was polite, friendly, patient and knowledgeable,",True Potential
4,Very helpful and put my mind at rest,True Potential
5,Questions asked were clear and concise The person i spoke to was very helpful,True Potential
5,Good helpful advice how to go through the process ,True Potential
5,Very helpful in my pension top team,True Potential
5,Very helpful and patient ,True Potential
2,Poor communication as usual,True Potential
5,"My question were dealt with by True Potential Staff very professional and promptly. When I needed to contact them directly, the call was dealt with in a timely manner with a professional and knowledgeable team member. I was made feel at ease and talked through the process ensuring I fully understood all aspects of the process.",True Potential
5,"The Agent was friendly and helpful, and explained each step of the review. Thank you Jemima.",True Potential
1,I can't begin to tell you all the trouble I have had recently with unhelpful staff on the phone.,True Potential
5,Helpful contact. Listened to me so i understood what i was being asked. Pleasant polite lady.,True Potential
5,"Good service, professional telephone call. ",True Potential
5,I asked for help with drawdown on a pension. I got all the information I needed and more. Help with completing the form which was easy and straightforward and was helped at each stage. Thank you so much�. Amazing !,True Potential
5,Recently transferred to True Potential. Received welcome call explaining support available and reiterating costs. Happy so far ??,True Potential
5,They are great to deal with & explained everything in detail to me. No problems with getting in touch with them either.,True Potential
5,Everything clearly explained.,True Potential
5,Very helpful with my annual suitability review. Excellent     service and very professional once again.,True Potential
5,"The young lady was first class, guiding me through the process of my review as well as re setting my security passwords.",True Potential
5,"The app makes this an easy to monitor and manage your investment,simple and quick.good information and plenty of news ",True Potential
5,Excellent customer service from a knowledgeable and helpful member of the team �.. thank you. ,True Potential
5,Because I can see my investment grow sometimes it goes down but on the upside it goes up I�m pleased how it�s going ,True Potential
5,"My query was quickly dealt with an appointment made, very courteous and efficient service. Thank you. ",True Potential
5,Spoke to Emily Greaves this afternoon who helped me to complete some forms. She was very helpful and had a very pleasing manner. She made it very simple for me,True Potential
5,Very helpful and understanding with the phone call ,True Potential
5,Phone call answered promptly and helpful advice given,True Potential
4,Did�nt have to wait long for call to be answered. Did most of my query online just had a few I couldn�t answer. Gentleman was very helpful and knowledgeable and had a sense of humour.,True Potential
5,"Professional, and didn�t rush. Very nice helpful man ",True Potential
5,I always receive excellent advice and support from the True Potential team members,True Potential
5,Very Helpfull great service easy to speak to problem fixed Thankyou  ,True Potential
4,Keep me informed ,True Potential
5,Clear and precise help,True Potential
5,ease of using the website and always available for advice if required,True Potential
5,Friendly helpful and very nice people help you with anything ,True Potential
5,Got the answer  I needed  and help was frist class and polite  and friendly ,True Potential
4,you explained what i wanted and needed to do,True Potential
5,Easy to talk to and understand,True Potential
5,"Fantastic quick and easy to do over the phone, oliver who I spoke to was very professional. ",True Potential
5,"I telephoned about an old policy I had with True Potential and the person I spoke was very friendly professional and extremely helpful, I can�t praise the service enough",True Potential
5,Had help off Josh to withdraw off my pension was a great help as he stayed on the line in till the whole process was completed.,True Potential
5,Efficient and very contactable  ,True Potential
5,The next steps with my policy were well explained. I was given the opportunity to ask questions. I was reassured that your financial advisors will be available to me should I need advice.,True Potential
4,Just had my annual pension review with sam who was very helpful and informative a few questions I had ask he didn't  have the information to hand but said he would gather it up and give me a ring the following day which he did very happy with the service I received ,True Potential
5,Paris was very helpful and gave me the solutions to the questions I had regarding access to my account.,True Potential
4,Great service provided by your staff,True Potential
5,Very helpful and patient advisor.,True Potential
5,Very helpful staff and knowledgeable polite and patient  ,True Potential
5,For once my pension is with a company that is actually doing something with it Very pleased with the returns ,True Potential
5,I am I T illiterate and the company (especially Josh) made everything so easy. ,True Potential
5,Really helpful staff with my enquiry.,True Potential
4,I found my review with Charlotte very helpful. She very pleasant and willing to answer any questions I had.,True Potential
5,Very informative with daily social media postings about market conditions.   Client website is easy to understand and provides all the detail necessary to keep clients updated on fund performance.,True Potential
5,My annual review was very professional as well as being very down to earth ,True Potential
5,EXCELLANT SERVICE SPOKE TO REALLY HELPFUL ADVISOR WHO GUIDED ME WITH MY ENQUIRY STEP BY STEP. ,True Potential
5,Friendly person who explained clearly the steps and questions she would need my response to and how many minutes this was likely to take.,True Potential
5,Lucia was very helpful and sorted my problem out.,True Potential
5,Great friendly service. Helpful advice. ,True Potential
5,"After I messaged it was just a short time later that Joseph phoned me to tell me what I had to do, very quickly and professionally helped me to find the form I was looking for. Good service as usual from True Potential.",True Potential
4,Helpful and patient ,True Potential
5,Very easy to understand what process is to take place in the transfer. ,True Potential
5,The person I spoke with was very helpful & patient.,True Potential
5,The person i spoke to .was informative and helpful,True Potential
5,Very efficient and professional. Responsive and also patient with those of us who don't have much financial literacy!,True Potential
5,Being helped by your agent Oliver who was excellent in helping me .,True Potential
5,Very helpful,True Potential
5,"Very easy to understand , quick and concise and my investment has grown! ",True Potential
5,Excellent service as always from True Potential. Nothing is too much trouble and they are always available to give the best advice ,True Potential
5,"Brilliant interaction, sorted my review out quickly and efficiently. ",True Potential
5,"Always so helpful when contacted! I spoke with Sam and Misba today who dealt with my enquiries promptly and efficiently. Great being able to have some easy phone contact, the app is also easy to use. ",True Potential
5,"Was contacted by Joe from TP, he answered any queries I had and provided clear, precise information.",True Potential
5,An excellent experience - received a call only minutes after sending a secure message to ask for such - superb and Alex was excellent and knew what I wanted to do and all was explained and dealt with very well indeed - thank you again.,True Potential
5,very fast response by Andrew to an error I had made on my review.  ,True Potential
5,Very helpful ,True Potential
5,Paris was very helpful she understands the processes & timescales and therefore you feel confident knowing she is ensuring your draw down will be activated. Scheduled call backs are always received at the time agreed. ,True Potential
5,So easy to understand.,True Potential
5,"Our call was answered promptly and our queries about our Annual Reviews were answered in full by a very friendly, polite and knowledgeable person. We were reassured that our finances are secure and doing well. We are very happy with the service. Thank you.",True Potential
5,Everything was explained. Easy to understand and didn't take very long. Very satisfied with your service. Thank you. ,True Potential
4,Professional and uncomplicated. No issues. ,True Potential
5,"Excellent customer service as usual from TP, thanks Jordan",True Potential
4,I telephoned this morning and spoke to Reece and went through my yearly review. Reece was very patient and made sure I understood the questions. ,True Potential
5,"Every time I speak to a financial adviser, a customer liaison manager or a customer support staff, I'm welcomed and received with an equally kind and courteous manner. They are knowledgable, understanding and spend as much time as is needed to explain what can be a rather complicated set of issues. I cannot recommend them highly enough. ",True Potential
5,Rang true potential to take money out of an account. The advisor I spoke with  Fria was brilliant. Talked me through the process using the online app. Was very knowledgeable and polite and answered all my questions. Fria made the whole process seem effortless. Thank you ,True Potential
5,Very good and I was really impressed with your service and it was great to have a chat with you today and I was happy with the phone call today. ,True Potential
5,Very friendly and informed service,True Potential
5, Great Attention to detail and good returns�..but far too many emails and �box ticking�,True Potential
5,"Easy to deal with, and really friendly ",True Potential
5,Every time I get in touch with them they are very helpful and polite ,True Potential
5,I raised a question or two and their staff member Callum wasted no time in responding to me with clear and concise answers. Thank you Callum for a job well done and the speed of your reply.,True Potential
5,Jemima was absolutely amazing. She was very patient when helping me to complete a form. She was also very helpful with queries I had. First class ,True Potential
5,"very helpful, very knowledgeable, very clear and easy to understand conversation ... BRILLIANT.. thanks so much",True Potential
4,Very friendly and professional ,True Potential
5,Very efficient and friendly advisor. I didn't feel rushed and all my questions were answered to my satisfaction. My request was dealt without fuss even though my App wasn't working as it should. This was also resolved the following day and I received a follow up phone call advising me of this. ,True Potential
1,Invested for 4 years and never made a penny so what can I do to reduce my constant losses ,True Potential
5,"Contacted by message & phone call about annual review. Chose to do this by phone call. Joseph was very clear & helpful, explaining carefully what was required. He was very patient as my husband completed his review first & then handed the phone to me for the procedure to be repeated.  Joseph was really respectful & helpful, taking us through a procedure we didn�t find easy on line. ",True Potential
5,"They are professional and have a lot of experience, also they explain everything so anyone can understand. They also offer a vast of advice.",True Potential
5,Excellent service ,True Potential
5,"I received really friendly, polite and helpful assistance from Olivia. I could not have asked for more. ",True Potential
5,After selecting the wrong option on an online activity the first phone call gave me reassuring that things could be fixed and the second phone call guided me through the correction.   Both phone calls were handled professionally and with care.,True Potential
5,"I was very happy with the service I received. Quick, concise, efficient and very friendly staff. ",True Potential
5,Very helpful young lady Patient and explained  everything well,True Potential
5,"Kate was lovely and helpful , thank you.",True Potential
5,Very helpful always at the end of the phone and nothing was to much trouble ,True Potential
5,Pleasant attitude and new exactly what information I wanted ,True Potential
5,Good service ,True Potential
5,A phone call that explained everything to me in easy terms. Also I was having trouble logging in to the portal. They stayed on the phone and helped me to complete this. Very friendly and helpful ,True Potential
4,The agent that I spoke to was very patient and helpful at completing my annual review.,True Potential
5,Very helpful and quick to respond ,True Potential
5,Excellent customer service when needed. Available to speak to when need question answered.,True Potential
5,"Andrew Barnsley was great at confirming to me about certain aspects of my pension which I wasn't sure about.  Thanks again, Andy. Kind regards  Fiona ",True Potential
5,Very friendly and knowledgeable adviser. ,True Potential
5,"Nice, polite, and willing to help in a kind manner.",True Potential
5,Very helpful and quick responze to any problems ,True Potential
5,"The person I spoke to took me through the queries I had, and explained them so that I was clear on the process...he then waited while I went through this process, and am now confident that the issue is resolved....",True Potential
5,The advisor I spoke to (Rebecca) was polite and respectful and able to answer all my questions with no problem. I felt very confident with her advice. Thank you ,True Potential
3,"I'm an existing customer and was completing a transfer-in request. The last stpe online is to call a number on the screen to speak to a TP member of staff. When I called the number I was handed off to 5 people before eventually speaking to Jordan, who sorted it out. Jordan was great, but being passed around between 5 colleagues was not great.",True Potential
5,Very helpful all questions answered would recommend True Potential to all  ,True Potential
5,"Rang and spoke to True Potential today as I prefer speaking to a human being, this was my first time speaking with this company and I was very satisfied with this experience, their adviser was very knowledgeable and spoke clearly and slow and a fully understood what was happening with my account, glad I moved my business to them",True Potential
5,Becky very helpful and efficient. Withdrawal very easy and simple.,True Potential
5,Was very helpful ,True Potential
5,"I know nothing about investments & pensions, but fortunately these guys do & they make it quite simple. App is useful, especially with the option to add a bit extra to the savings pot if you have some spare ",True Potential
5,Very pleasant and helpful ,True Potential
5,"Welcoming, clear and patient. Very Good.",True Potential
5,The agent I dealt with was   Simply The Best ,True Potential
5,The chat with the True Potential representative was informative and friendly. Thank you!,True Potential
5,Communications are very regular and the website is very good. Telephone support is excellent.,True Potential
5,A very caring investment organisation where staff are always ready to guide clients through every stage of the investment process . ,True Potential
5,Clear and concise call concerning my pension review ,True Potential
5,"Excellent Communication throughout, from start of pension transfer to when transfer complete. Always in hand to answer any queries or help with the app. Would highly recommend ",True Potential
4,Friendly service,True Potential
5,Excellent service and very friendly personell ,True Potential
5,"Spoken to support team Sam, and he was very helpful in guiding me through the options available to me, for withdrawing cash from my personal pension pot.  Kind Regards Andy.",True Potential
5,It was very easy and straightforward ,True Potential
5,I was able to do what I wanted to do. Kate from True Potential was very helpful throughout the process. ,True Potential
5,"Always great service when I contact them,getting back to me when they say they will. ",True Potential
5,"I found the review very informative.  The True Potential colleague was polite, helpful and knowledgeable. ",True Potential
5,Advisors always follow up - service via portals is excellent and very simple to follow.,True Potential
5,Had a phone call from Thomas regarding my pension. He was extremely pleasant and helpful. Answered all questions.,True Potential
5,We spoke to Bruno on wednesday he was extremley helpfull listened to what we needed and was very polite and patient with us.Nothing was to much trouble and was calm and got everything sorted.  We was so happy to have had him and hes a credit to your company.,True Potential
5,"Extremely helpful. Was apprehensive about calling but the young man put me at ease, and was very polite and helpful. Thank you",True Potential
4,"Very informative phone call,with an agent who knew her business. I only had one question which was answered in a clear and concise manner ",True Potential
5,Excellent service very helpful .,True Potential
5,Very pleasant and helpful also Very patient ,True Potential
3,"I have had to become a financial whizz to navigate the TP website.  My pension adviser recommended transferring my pension from Prudential to True Potential, which I did a year ago.  Having gone through all the transfer procedures, I now find, a year on that I have to go through the whole rigmarole again.  This renewal requirement will be necessary on an annual basis so I only hope I will remain mentally lucid until the end of my days!",True Potential
5,Sam was very professional and explained everything very well.  EXCELLENT STAFF MEMBER ?? ?? ,True Potential
5,"Always very helpful when contacted. You can also speak to them on the telephone which seems to the exception rather than the rule with most organizations these days. Website is easy to use and you can do most things online however, if you are struggling there is a live chat option or the telephone and lines are open until 8pm. ",True Potential
5,It was a very pleasant and informative experience ,True Potential
5,I spoke to Lauren and Lisa today about my annual review. Both were very helpful and polite. Nothing was too much trouble. Great service.,True Potential
5,"   The person on the phone was very polite, courteous Very helpful and help me through the questions. I�m quite happy with what she said and what you are doing thank you.",True Potential
5,I received excellent service from True Potential and advice.,True Potential
5,You always get good advice and are very approachable ,True Potential
5,Phoned today to arrange a meeting with a financial advisor about my upcoming retirement. Meeting arranged for next month.Very easy to arrange and very helpful staff. Excellent service would definitely recommend.,True Potential
